,Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life
4405,Rainbow Beach,18.6,0.49,1.4580000000000002,0.11,4.0,12.8
5077,63rd Street Beach,14.1,2.58,1.9040000000000001,0.105,8.0,11.8
7482,Calumet Beach,19.9,1.9,1.351,0.1,3.0,11.3
9166,Ohio Street Beach,21.8,2.2,1.8119999999999998,0.218,4.0,10.6
2343,Rainbow Beach,20.4,1.38,1.55,0.196,2.0,11.2
8331,Calumet Beach,19.2,1.27,1.466,0.063,6.0,11.1
9821,Montrose Beach,22.3,6.03,1.7209999999999999,0.401,5.0,10.9
3475,Osterman Beach,16.6,1.59,1.11,0.23600000000000002,3.0,11.1
11220,Osterman Beach,22.8,0.43,1.469,0.19899999999999998,4.0,9.9
4120,Osterman Beach,18.0,0.87,1.35,0.15,3.0,10.9
9963,Ohio Street Beach,21.9,417.67,1.75,0.185,6.0,10.4
3648,Rainbow Beach,15.9,0.78,1.3619999999999999,0.075,4.0,10.7
1088,Calumet Beach,18.5,1.13,1.455,0.085,2.0,11.0
10124,Calumet Beach,21.6,2.07,1.462,0.207,3.0,10.6
1550,Rainbow Beach,15.3,0.57,1.351,0.087,5.0,11.4
5958,Ohio Street Beach,19.1,1.15,1.824,0.177,2.0,11.5
11268,Osterman Beach,22.4,0.69,1.4669999999999999,0.18,3.0,9.9
6322,Osterman Beach,19.2,0.48,1.421,0.106,6.0,11.7
10472,Montrose Beach,21.3,5.14,1.754,0.305,5.0,10.7
8714,Osterman Beach,20.6,1.38,1.367,0.10400000000000001,7.0,11.0
427,Calumet Beach,18.9,1.29,1.443,0.081,5.0,11.4
846,Calumet Beach,17.7,1.66,1.3330000000000002,0.09300000000000001,4.0,11.1
5662,Montrose Beach,15.8,3.29,1.645,0.29,5.0,12.0
358,Calumet Beach,18.1,3.72,1.419,0.221,4.0,11.4
10157,Montrose Beach,22.1,8.9,1.758,0.35,4.0,10.8
3877,Ohio Street Beach,16.1,0.83,1.795,0.08800000000000001,4.0,10.6
6295,Calumet Beach,22.4,1.08,1.483,0.1,2.0,11.6
3727,Osterman Beach,17.4,1.62,1.4,0.23800000000000002,3.0,11.0
2340,Montrose Beach,17.9,0.42,1.651,0.175,2.0,10.9
2045,Osterman Beach,16.5,0.97,1.385,0.17300000000000001,3.0,11.6
7021,Montrose Beach,16.1,58.52,1.824,0.535,6.0,11.6
4027,63rd Street Beach,18.3,0.71,1.8090000000000002,0.147,5.0,10.8
9929,Montrose Beach,21.6,10.81,1.6980000000000002,0.413,8.0,10.9
11500,Montrose Beach,22.4,1.1,1.66,0.16899999999999998,3.0,9.6
4677,Montrose Beach,17.9,0.19,1.685,0.133,3.0,13.0
6665,Montrose Beach,15.3,0.8,1.699,0.16399999999999998,4.0,11.7
4064,63rd Street Beach,18.0,0.52,1.834,0.134,3.0,10.8
10777,Osterman Beach,22.8,0.64,1.436,0.14300000000000002,3.0,10.3
2570,Osterman Beach,20.4,0.58,1.301,0.106,9.0,11.4
7125,Calumet Beach,17.5,7.67,1.527,0.212,4.0,11.4
2470,Rainbow Beach,19.8,0.53,1.4909999999999999,0.114,5.0,11.1
6716,Montrose Beach,14.0,0.7,1.675,0.078,10.0,11.7
8099,Montrose Beach,21.9,13.27,1.726,0.249,3.0,11.3
1398,Ohio Street Beach,17.3,1.71,1.7,0.092,3.0,11.3
558,Ohio Street Beach,16.6,6.32,1.62,0.319,4.0,12.0
8747,Ohio Street Beach,20.7,2.8,1.757,0.11,3.0,10.7
7911,Osterman Beach,20.0,8.12,1.403,0.19699999999999998,3.0,11.2
2177,Rainbow Beach,18.6,1.19,1.5119999999999998,0.18100000000000002,3.0,11.2
6052,Calumet Beach,20.1,0.88,1.506,0.085,3.0,11.7
4532,Ohio Street Beach,16.6,0.83,1.617,0.07400000000000001,4.0,10.5
8399,Ohio Street Beach,21.4,2.54,1.795,0.17300000000000001,4.0,10.8
6076,Calumet Beach,21.0,1.03,1.507,0.161,2.0,11.7
8426,Ohio Street Beach,20.3,2.5,1.7990000000000002,0.145,6.0,10.8
3944,Calumet Beach,20.2,1.31,1.5430000000000001,0.11599999999999999,2.0,10.2
3577,Ohio Street Beach,17.8,2.83,1.672,0.214,3.0,10.6
8828,Ohio Street Beach,20.3,2.93,1.797,0.067,7.0,10.7
1265,Montrose Beach,17.4,1.38,1.601,0.187,4.0,11.1
5606,Rainbow Beach,18.3,1.6,1.5730000000000002,0.336,5.0,11.5
1374,Ohio Street Beach,17.6,2.01,1.5190000000000001,0.132,6.0,11.4
141,Montrose Beach,16.5,2.88,1.412,0.14400000000000002,3.0,11.8
1923,Osterman Beach,17.1,2.86,1.335,0.23399999999999999,3.0,11.6
6845,Osterman Beach,13.0,7.47,1.55,0.424,4.0,11.5
6943,Calumet Beach,18.4,2.34,1.3769999999999998,0.086,3.0,11.3
4342,Montrose Beach,15.7,0.28,1.604,0.106,9.0,10.3
2005,63rd Street Beach,18.2,0.62,1.7530000000000001,0.25,3.0,11.4
4019,Rainbow Beach,19.0,0.64,1.633,0.146,2.0,9.4
4557,Osterman Beach,16.7,0.31,1.295,0.17,3.0,10.8
3968,Montrose Beach,21.0,0.94,1.751,0.17,7.0,10.4
8020,Ohio Street Beach,18.8,5.67,1.7269999999999999,0.146,3.0,10.9
2189,Rainbow Beach,18.2,0.95,1.505,0.215,3.0,11.2
3387,Calumet Beach,20.0,1.53,1.3780000000000001,0.091,4.0,10.5
10642,Montrose Beach,23.3,0.89,1.746,0.12300000000000001,4.0,10.6
454,Calumet Beach,21.2,1.4,1.443,0.16,2.0,11.4
10603,Calumet Beach,23.0,0.49,1.305,0.09,3.0,10.4
4402,Montrose Beach,19.7,0.28,1.581,0.11900000000000001,4.0,10.2
5129,Ohio Street Beach,19.5,1.15,1.74,0.091,3.0,11.8
1213,Rainbow Beach,15.9,0.76,1.518,0.111,3.0,11.6
11403,Montrose Beach,23.3,2.39,1.624,0.166,3.0,9.9
5240,Osterman Beach,16.0,0.36,1.237,0.133,3.0,12.1
1900,Ohio Street Beach,18.0,1.2,1.8330000000000002,0.183,4.0,11.1
1879,Calumet Beach,19.7,1.05,1.465,0.106,2.0,10.8
2802,Osterman Beach,18.0,5.55,1.3780000000000001,0.245,4.0,11.3
3190,Ohio Street Beach,19.9,1.53,1.6680000000000001,0.124,2.0,10.8
282,Calumet Beach,17.6,0.79,1.3319999999999999,0.071,4.0,11.5
4311,63rd Street Beach,15.9,0.67,1.661,0.08199999999999999,5.0,10.7
6957,Calumet Beach,18.0,6.65,1.6740000000000002,0.297,7.0,11.5
6593,Montrose Beach,16.7,0.75,1.743,0.102,5.0,11.7
4852,Rainbow Beach,20.0,0.58,1.5730000000000002,0.14300000000000002,3.0,11.8
1588,Ohio Street Beach,19.6,1.19,1.517,0.12300000000000001,3.0,11.3
3261,Osterman Beach,20.3,0.59,1.369,0.136,3.0,11.2
270,Montrose Beach,16.0,0.27,1.3,0.087,5.0,11.7
5893,Ohio Street Beach,18.4,0.49,1.765,0.14300000000000002,5.0,11.5
4085,Ohio Street Beach,17.6,1.24,1.784,0.145,3.0,10.6
3054,Osterman Beach,18.3,1.69,1.435,0.136,7.0,11.3
5540,Montrose Beach,14.8,0.88,1.66,0.258,4.0,12.1
11225,Ohio Street Beach,24.8,4.23,1.861,0.166,4.0,9.5
6624,Osterman Beach,17.8,1.06,1.412,0.105,2.0,11.6
5001,Rainbow Beach,15.3,1.02,1.493,0.077,4.0,11.7
10051,Ohio Street Beach,22.9,3.47,1.794,0.22399999999999998,5.0,10.4
1318,Osterman Beach,17.3,4.38,1.2329999999999999,0.231,4.0,12.0
6032,Rainbow Beach,19.9,0.92,1.6280000000000001,0.08800000000000001,5.0,11.3
253,Calumet Beach,18.4,0.76,1.328,0.091,4.0,11.5
2313,Rainbow Beach,20.5,1.1,1.4580000000000002,0.18899999999999997,2.0,11.2
2257,63rd Street Beach,18.6,0.59,1.6769999999999998,0.111,4.0,11.3
9686,Calumet Beach,23.2,0.63,1.4069999999999998,0.141,3.0,10.8
6680,Rainbow Beach,18.5,0.81,1.6059999999999999,0.10300000000000001,3.0,11.2
6812,Rainbow Beach,13.3,0.86,1.5630000000000002,0.09699999999999999,6.0,11.1
1633,Osterman Beach,17.2,0.62,1.251,0.114,6.0,11.8
9210,Osterman Beach,21.8,3.71,1.411,0.16699999999999998,3.0,10.9
6069,Rainbow Beach,20.3,0.72,1.6469999999999998,0.139,4.0,11.3
1798,Osterman Beach,16.7,2.28,1.464,0.24100000000000002,3.0,11.7
5076,Calumet Beach,16.7,1.41,1.492,0.08199999999999999,8.0,12.0
6092,Ohio Street Beach,19.3,0.94,1.7730000000000001,0.096,2.0,11.4
2153,Rainbow Beach,18.6,0.87,1.506,0.174,3.0,11.2
3388,63rd Street Beach,15.5,0.86,1.764,0.10400000000000001,5.0,11.0
4277,Osterman Beach,16.8,0.77,1.2570000000000001,0.139,4.0,10.9
7088,Osterman Beach,14.7,46.75,1.469,0.444,7.0,11.4
6016,Osterman Beach,18.7,0.54,1.4340000000000002,0.15,2.0,11.7
9481,Ohio Street Beach,22.3,10.76,1.788,0.188,4.0,10.6
10659,Osterman Beach,23.3,1.1,1.386,0.08800000000000001,6.0,10.4
6533,Osterman Beach,17.7,1.13,1.416,0.13,2.0,11.6
4928,Osterman Beach,14.5,0.73,1.33,0.155,3.0,12.3
1829,Ohio Street Beach,16.1,2.14,1.817,0.2,3.0,11.2
6646,63rd Street Beach,19.8,0.67,1.8230000000000002,0.11800000000000001,3.0,11.3
10242,Osterman Beach,22.4,5.87,1.338,0.21899999999999997,3.0,10.6
11211,Montrose Beach,22.3,0.54,1.736,0.242,3.0,10.2
1849,Calumet Beach,19.1,1.38,1.601,0.16399999999999998,3.0,10.8
965,Montrose Beach,15.1,2.61,1.537,0.192,2.0,11.2
10628,Ohio Street Beach,22.9,4.53,1.7530000000000001,0.081,3.0,10.1
999,Rainbow Beach,16.5,2.84,1.43,0.21899999999999997,3.0,11.6
971,Calumet Beach,17.4,1.53,1.379,0.121,3.0,11.1
3831,Osterman Beach,19.7,1.12,1.354,0.18100000000000002,4.0,11.0
11421,Ohio Street Beach,24.3,14.59,1.726,0.191,4.0,8.7
706,Calumet Beach,18.1,1.62,1.462,0.132,3.0,11.2
142,Calumet Beach,17.4,1.66,1.5030000000000001,0.09699999999999999,3.0,11.6
5856,Ohio Street Beach,18.9,0.32,1.715,0.161,4.0,11.5
2516,Osterman Beach,17.8,0.57,1.294,0.087,4.0,11.4
2814,Osterman Beach,17.9,5.54,1.386,0.267,3.0,11.3
2332,Calumet Beach,20.3,0.96,1.4969999999999999,0.10400000000000001,3.0,10.8
5527,63rd Street Beach,18.1,0.35,1.7919999999999998,0.299,4.0,11.6
1687,Montrose Beach,16.9,0.28,1.811,0.099,3.0,11.0
5848,Montrose Beach,19.4,0.72,1.676,0.221,4.0,12.0
4842,63rd Street Beach,19.9,0.42,1.8090000000000002,0.158,2.0,11.9
2731,Ohio Street Beach,18.7,2.66,1.804,0.262,4.0,10.9
1015,Osterman Beach,16.3,2.97,1.27,0.156,3.0,12.3
6618,Osterman Beach,17.4,1.25,1.369,0.095,2.0,11.6
2165,Rainbow Beach,19.0,1.19,1.5030000000000001,0.17600000000000002,3.0,11.2
6255,Osterman Beach,21.1,0.4,1.3730000000000002,0.147,3.0,11.7
3273,Osterman Beach,19.7,0.72,1.3090000000000002,0.13,9.0,11.2
4125,Montrose Beach,17.0,0.5,1.535,0.14,4.0,10.3
11359,Ohio Street Beach,23.6,14.81,1.858,0.215,4.0,9.2
3799,Calumet Beach,18.4,1.43,1.486,0.129,5.0,10.3
6711,Osterman Beach,14.8,0.71,1.3419999999999999,0.092,3.0,11.5
5019,Osterman Beach,14.5,0.88,1.335,0.11599999999999999,9.0,12.2
11047,Ohio Street Beach,23.7,30.79,1.791,0.156,3.0,9.7
11198,Calumet Beach,24.2,0.28,1.476,0.059000000000000004,5.0,9.9
4848,63rd Street Beach,19.9,0.38,1.781,0.184,2.0,11.9
1067,63rd Street Beach,16.8,1.14,1.671,0.126,4.0,11.9
6251,Rainbow Beach,21.2,0.54,1.669,0.135,5.0,11.3
4688,63rd Street Beach,19.8,0.68,1.805,0.142,7.0,12.1
5551,Ohio Street Beach,16.1,2.93,1.7630000000000001,0.198,4.0,11.6
10482,Ohio Street Beach,21.3,23.53,1.7919999999999998,0.187,4.0,10.2
5186,Osterman Beach,14.8,0.57,1.305,0.134,2.0,12.1
10364,Calumet Beach,21.9,0.46,1.4669999999999999,0.063,2.0,10.5
8775,Calumet Beach,21.8,1.34,1.476,0.08199999999999999,4.0,11.0
1230,63rd Street Beach,16.5,0.84,1.7469999999999999,0.16,3.0,11.7
5891,63rd Street Beach,19.2,1.26,1.82,0.2,5.0,11.5
2550,63rd Street Beach,19.3,0.48,1.757,0.11599999999999999,4.0,11.3
10305,Calumet Beach,22.3,0.64,1.334,0.102,3.0,10.5
11024,Calumet Beach,23.4,0.83,1.445,0.168,2.0,10.1
11221,Ohio Street Beach,24.6,3.79,1.786,0.168,4.0,9.5
1585,Calumet Beach,20.6,1.19,1.3880000000000001,0.105,2.0,10.9
2837,63rd Street Beach,19.5,1.0,1.817,0.25,4.0,11.2
11367,Ohio Street Beach,23.1,30.89,1.831,0.155,3.0,9.1
3537,Ohio Street Beach,17.9,1.05,1.574,0.083,3.0,10.7
4164,Rainbow Beach,16.3,0.77,1.526,0.161,4.0,10.6
3015,Calumet Beach,21.5,0.86,1.463,0.11199999999999999,3.0,10.6
2398,63rd Street Beach,19.4,0.81,1.716,0.155,2.0,11.3
2057,Rainbow Beach,18.7,1.11,1.52,0.17300000000000001,3.0,11.2
2610,Montrose Beach,18.9,0.16,1.6269999999999998,0.09,9.0,10.9
3646,Osterman Beach,15.7,0.39,1.198,0.098,7.0,11.1
4759,63rd Street Beach,20.3,0.28,1.8559999999999999,0.17,2.0,12.0
10547,Calumet Beach,22.6,1.02,1.367,0.066,4.0,10.4
10744,Montrose Beach,22.8,0.51,1.7309999999999999,0.11199999999999999,10.0,10.5
4258,63rd Street Beach,17.6,0.28,1.729,0.128,3.0,12.8
6851,Osterman Beach,13.6,13.17,1.482,0.47100000000000003,4.0,11.5
11515,Ohio Street Beach,21.7,31.09,1.6669999999999998,0.124,3.0,8.6
11486,Montrose Beach,21.1,0.33,1.663,0.095,9.0,9.7
10302,Montrose Beach,22.1,2.43,1.621,0.165,2.0,10.8
683,Montrose Beach,16.2,23.45,1.635,0.261,3.0,11.3
712,Calumet Beach,18.1,1.65,1.521,0.131,3.0,11.2
9811,Calumet Beach,23.1,1.15,1.4780000000000002,0.083,3.0,10.7
5199,63rd Street Beach,15.1,0.48,1.7519999999999998,0.17300000000000001,7.0,11.7
11282,Calumet Beach,23.9,0.34,1.45,0.11199999999999999,2.0,9.8
3566,63rd Street Beach,16.4,1.04,1.5719999999999998,0.08800000000000001,4.0,10.9
1092,Ohio Street Beach,15.8,2.25,1.673,0.107,3.0,11.4
10303,Osterman Beach,22.3,2.83,1.285,0.12300000000000001,4.0,10.6
1499,Rainbow Beach,17.8,0.95,1.38,0.14400000000000002,6.0,11.5
6856,Montrose Beach,13.2,16.46,1.7719999999999998,0.562,6.0,11.6
239,Calumet Beach,18.3,0.97,1.291,0.114,2.0,11.5
6880,Calumet Beach,16.2,4.38,1.587,0.299,6.0,11.5
8501,Calumet Beach,20.0,1.53,1.514,0.076,3.0,11.0
1372,Montrose Beach,18.5,1.42,1.5019999999999998,0.132,6.0,11.1
6897,Rainbow Beach,0.0,0.0,1.7919999999999998,0.557,6.0,10.9
3945,63rd Street Beach,18.2,0.46,1.8780000000000001,0.177,3.0,10.8
2191,63rd Street Beach,19.0,3.18,1.675,0.177,3.0,11.4
6942,Rainbow Beach,0.0,0.0,1.758,0.327,3.0,10.8
6272,63rd Street Beach,22.8,0.41,1.848,0.17600000000000002,4.0,11.4
11372,Ohio Street Beach,22.8,27.34,1.791,0.154,3.0,9.0
723,Ohio Street Beach,16.2,4.76,1.6840000000000002,0.21100000000000002,3.0,11.7
4587,Montrose Beach,17.9,0.36,1.6219999999999999,0.221,3.0,13.3
3934,Montrose Beach,18.0,0.32,1.7619999999999998,0.172,2.0,10.4
9306,Ohio Street Beach,23.2,1.68,1.797,0.209,3.0,10.6
9319,Calumet Beach,22.8,1.75,1.492,0.20600000000000002,3.0,10.8
4370,Rainbow Beach,20.4,0.71,1.4369999999999998,0.109,4.0,12.7
2125,63rd Street Beach,17.4,0.79,1.774,0.215,3.0,11.4
2600,Ohio Street Beach,19.0,0.99,1.6780000000000002,0.107,5.0,11.0
10034,Osterman Beach,21.4,11.62,1.435,0.301,3.0,10.6
1984,Ohio Street Beach,16.9,0.89,1.751,0.129,3.0,11.1
7756,Osterman Beach,18.7,2.12,1.2790000000000001,0.214,4.0,11.3
756,Ohio Street Beach,15.5,6.13,1.665,0.27399999999999997,4.0,11.6
4175,Ohio Street Beach,17.1,1.85,1.702,0.122,4.0,10.5
4306,Montrose Beach,16.3,0.46,1.422,0.107,9.0,10.3
3499,Osterman Beach,16.2,2.98,1.3319999999999999,0.267,3.0,11.1
9975,Ohio Street Beach,22.2,159.39,1.756,0.177,7.0,10.4
3456,Montrose Beach,15.9,0.39,1.439,0.139,2.0,10.6
4030,Ohio Street Beach,17.3,0.67,1.785,0.08900000000000001,3.0,10.6
8155,Ohio Street Beach,20.4,3.65,1.7,0.14,3.0,10.9
3822,Rainbow Beach,18.9,1.98,1.631,0.251,4.0,10.7
4723,63rd Street Beach,20.9,0.22,1.837,0.25,3.0,12.0
2899,Rainbow Beach,20.5,2.55,1.6059999999999999,0.23399999999999999,3.0,11.0
4200,Calumet Beach,18.6,1.3,1.4069999999999998,0.065,2.0,10.2
5961,63rd Street Beach,20.1,0.65,1.844,0.22399999999999998,3.0,11.5
5902,63rd Street Beach,19.9,0.53,1.905,0.13699999999999998,3.0,11.5
3356,Rainbow Beach,15.4,0.72,1.49,0.087,6.0,10.4
5211,Rainbow Beach,20.2,0.33,1.554,0.165,3.0,11.6
3474,Montrose Beach,15.8,0.66,1.3630000000000002,0.257,3.0,10.6
1086,Montrose Beach,17.0,0.45,1.5419999999999998,0.158,3.0,11.1
4663,63rd Street Beach,19.8,0.16,1.8090000000000002,0.168,4.0,12.1
10514,Ohio Street Beach,21.9,17.19,1.801,0.157,4.0,10.2
6710,Montrose Beach,14.2,0.71,1.661,0.079,5.0,11.7
3157,Calumet Beach,21.2,0.78,1.422,0.145,2.0,10.6
9374,Osterman Beach,22.7,6.94,1.472,0.28600000000000003,4.0,10.8
2747,Montrose Beach,18.6,3.14,1.736,0.344,4.0,10.8
2323,Osterman Beach,17.4,1.08,1.225,0.147,2.0,11.5
2422,63rd Street Beach,19.1,1.01,1.6640000000000001,0.11,3.0,11.3
3432,Montrose Beach,17.7,0.7,1.6219999999999999,0.092,9.0,10.6
120,Montrose Beach,16.5,3.94,1.393,0.182,3.0,11.8
3734,Ohio Street Beach,16.6,1.15,1.776,0.174,4.0,10.6
62,Montrose Beach,15.3,6.51,1.401,0.298,3.0,11.8
2310,Montrose Beach,18.1,0.62,1.635,0.17600000000000002,2.0,10.9
6379,Rainbow Beach,21.2,0.66,1.6380000000000001,0.11,4.0,11.3
4981,Osterman Beach,14.7,1.04,1.301,0.146,3.0,12.3
4997,63rd Street Beach,15.7,1.06,1.7080000000000002,0.085,4.0,11.8
520,Calumet Beach,21.1,1.01,1.379,0.19699999999999998,2.0,11.3
9484,Osterman Beach,22.3,7.0,1.43,0.278,3.0,10.8
2855,63rd Street Beach,20.1,0.99,1.8,0.217,4.0,11.2
11452,Montrose Beach,21.4,0.57,1.651,0.107,7.0,9.7
8179,Osterman Beach,19.4,7.65,1.3730000000000002,0.109,3.0,11.1
6490,Montrose Beach,17.6,1.1,1.696,0.16699999999999998,5.0,11.8
8564,Montrose Beach,22.2,2.76,1.765,0.16,5.0,11.2
11182,Calumet Beach,23.9,0.44,1.444,0.054000000000000006,10.0,10.0
3760,63rd Street Beach,15.5,2.0,1.7990000000000002,0.379,3.0,10.8
8707,Montrose Beach,20.6,1.45,1.739,0.11199999999999999,6.0,11.2
3975,Osterman Beach,21.2,1.04,1.4469999999999998,0.17300000000000001,3.0,11.0
11138,Osterman Beach,22.2,0.5,1.466,0.11800000000000001,3.0,10.0
2391,Rainbow Beach,19.3,0.87,1.475,0.16699999999999998,2.0,11.2
10508,Montrose Beach,22.3,3.15,1.645,0.19699999999999998,4.0,10.7
9404,Montrose Beach,23.4,2.82,1.7469999999999999,0.327,3.0,11.0
10130,Osterman Beach,21.0,13.09,1.411,0.314,5.0,10.6
11459,Ohio Street Beach,24.3,15.6,1.745,0.152,3.0,8.8
10971,Osterman Beach,23.9,0.45,1.402,0.163,3.0,10.2
11442,Osterman Beach,23.5,2.22,1.298,0.191,2.0,9.5
8532,Montrose Beach,19.6,1.94,1.749,0.159,2.0,11.2
10809,Calumet Beach,22.8,0.53,1.406,0.064,8.0,10.2
9582,Montrose Beach,22.6,10.38,1.724,0.325,4.0,11.0
7465,Montrose Beach,18.5,2.9,1.619,0.138,3.0,11.5
3348,Calumet Beach,19.9,0.79,1.436,0.091,2.0,10.5
5647,Rainbow Beach,18.7,2.48,1.607,0.33899999999999997,5.0,11.4
7513,Calumet Beach,18.3,4.4,1.61,0.282,8.0,11.2
10447,Calumet Beach,21.9,1.09,1.4569999999999999,0.18100000000000002,5.0,10.5
5264,Osterman Beach,15.7,0.88,1.27,0.10099999999999999,3.0,12.1
11153,Montrose Beach,22.4,1.28,1.761,0.14300000000000002,9.0,10.3
2929,Osterman Beach,18.3,3.58,1.361,0.175,3.0,11.3
515,Montrose Beach,16.8,0.16,1.33,0.121,2.0,11.5
1613,Osterman Beach,17.9,0.62,1.295,0.133,6.0,11.8
8082,Calumet Beach,19.8,2.97,1.494,0.084,2.0,11.1
11445,Ohio Street Beach,23.5,11.92,1.686,0.125,2.0,8.9
10016,Calumet Beach,22.3,1.13,1.4580000000000002,0.153,7.0,10.6
10352,Calumet Beach,22.1,0.44,1.4169999999999998,0.064,4.0,10.5
3737,63rd Street Beach,15.5,1.74,1.774,0.259,4.0,10.8
10206,Calumet Beach,22.3,0.93,1.42,0.1,5.0,10.6
5964,Ohio Street Beach,19.0,1.07,1.794,0.20600000000000002,3.0,11.5
2034,Ohio Street Beach,19.5,0.5,1.777,0.16,3.0,11.1
9768,Montrose Beach,24.1,5.0,1.6219999999999999,0.221,3.0,10.9
3295,63rd Street Beach,17.9,1.02,1.681,0.135,3.0,11.0
7189,Ohio Street Beach,17.3,6.81,1.82,0.22899999999999998,4.0,11.1
9526,Calumet Beach,23.3,1.43,1.5019999999999998,0.22,4.0,10.8
1991,Rainbow Beach,17.2,1.22,1.5330000000000001,0.152,3.0,11.3
8644,Montrose Beach,20.3,1.52,1.739,0.113,3.0,11.2
995,63rd Street Beach,16.3,1.32,1.643,0.204,3.0,11.9
6911,Osterman Beach,16.2,60.14,1.469,0.447,6.0,11.4
10870,Montrose Beach,24.5,0.72,1.7519999999999998,0.152,2.0,10.5
967,Ohio Street Beach,17.3,4.57,1.631,0.14800000000000002,2.0,11.5
11018,Osterman Beach,23.2,0.77,1.4809999999999999,0.21600000000000003,3.0,10.2
2706,Osterman Beach,18.8,2.77,1.381,0.299,4.0,11.4
7463,Calumet Beach,19.6,1.64,1.442,0.124,2.0,11.3
2429,Montrose Beach,17.5,0.23,1.646,0.10300000000000001,4.0,10.9
4275,63rd Street Beach,17.1,0.77,1.642,0.132,4.0,10.7
9000,Osterman Beach,21.0,4.09,1.405,0.214,4.0,10.9
6093,Rainbow Beach,19.5,0.75,1.625,0.10099999999999999,7.0,11.3
4251,Rainbow Beach,16.0,1.1,1.4509999999999998,0.11800000000000001,6.0,10.5
1436,Montrose Beach,17.2,1.35,1.6840000000000002,0.085,4.0,11.1
3316,Ohio Street Beach,20.4,1.68,1.626,0.102,2.0,10.8
9962,Osterman Beach,21.3,7.5,1.35,0.21600000000000003,7.0,10.7
5288,Osterman Beach,14.3,0.66,1.339,0.111,6.0,12.0
10621,Calumet Beach,22.6,0.58,1.4169999999999998,0.054000000000000006,6.0,10.4
8136,Ohio Street Beach,20.9,2.94,1.754,0.081,3.0,10.9
4748,Montrose Beach,17.5,0.56,1.715,0.18600000000000003,3.0,12.7
1514,Montrose Beach,16.6,0.41,1.514,0.16,3.0,11.1
2032,Montrose Beach,18.1,0.55,1.686,0.196,3.0,10.9
9493,Ohio Street Beach,23.0,315.16,1.847,0.192,3.0,10.6
2082,Calumet Beach,18.2,1.0,1.518,0.135,3.0,10.8
10153,Montrose Beach,22.0,11.57,1.778,0.33,4.0,10.8
9683,Montrose Beach,23.6,12.31,1.702,0.317,3.0,11.0
10218,Osterman Beach,23.0,5.97,1.3940000000000001,0.174,2.0,10.6
11248,Osterman Beach,22.7,0.89,1.41,0.213,3.0,9.9
8106,Ohio Street Beach,21.9,3.74,1.7469999999999999,0.21,3.0,10.9
6557,63rd Street Beach,21.3,0.69,1.83,0.114,6.0,11.4
4562,Montrose Beach,16.0,0.18,1.598,0.20199999999999999,3.0,10.1
8350,Ohio Street Beach,20.0,2.76,1.7590000000000001,0.057,7.0,10.8
4642,Ohio Street Beach,18.5,0.89,1.8159999999999998,0.126,3.0,12.2
6191,Montrose Beach,17.1,0.28,1.7409999999999999,0.111,6.0,11.8
10706,Montrose Beach,22.7,0.64,1.6909999999999998,0.09300000000000001,10.0,10.6
4383,Montrose Beach,16.6,0.04,1.5659999999999998,0.10800000000000001,4.0,10.2
217,Montrose Beach,16.1,0.44,1.365,0.11,7.0,11.7
11342,Montrose Beach,23.8,2.06,1.7530000000000001,0.298,3.0,10.1
5210,Ohio Street Beach,21.9,0.82,1.735,0.17,3.0,11.8
11031,Ohio Street Beach,23.0,38.79,1.82,0.142,4.0,9.8
2195,Rainbow Beach,18.0,0.83,1.452,0.18100000000000002,3.0,11.2
10576,Montrose Beach,21.9,2.23,1.679,0.083,3.0,10.6
5292,63rd Street Beach,15.8,0.42,1.786,0.11599999999999999,6.0,11.7
9600,Ohio Street Beach,22.6,100.96,1.777,0.18899999999999997,4.0,10.5
8339,Osterman Beach,19.1,2.47,1.368,0.084,10.0,11.1
9245,Osterman Beach,21.7,3.41,1.386,0.179,3.0,10.9
10155,Ohio Street Beach,22.2,3.87,1.831,0.213,5.0,10.4
6311,Ohio Street Beach,20.1,0.91,1.774,0.115,2.0,11.4
5659,Calumet Beach,17.9,1.26,1.464,0.151,4.0,11.8
1116,63rd Street Beach,16.5,1.11,1.653,0.113,4.0,11.8
1235,Calumet Beach,19.2,1.15,1.459,0.134,2.0,11.0
10878,Montrose Beach,23.9,0.74,1.7469999999999999,0.14400000000000002,3.0,10.5
2641,Ohio Street Beach,19.4,0.6,1.7519999999999998,0.13,2.0,10.9
1130,Osterman Beach,15.8,2.86,1.245,0.1,3.0,12.1
8546,Montrose Beach,20.3,1.28,1.749,0.10099999999999999,7.0,11.2
9015,Calumet Beach,22.7,0.71,1.462,0.08,3.0,10.9
719,Montrose Beach,15.9,25.25,1.6219999999999999,0.319,3.0,11.3
10740,Montrose Beach,23.0,0.59,1.6980000000000002,0.105,10.0,10.5
640,Calumet Beach,17.8,2.46,1.47,0.154,4.0,11.2
101,Montrose Beach,16.4,4.43,1.429,0.226,2.0,11.8
4910,Osterman Beach,16.8,1.12,1.37,0.147,2.0,12.4
6935,Rainbow Beach,0.0,0.0,1.85,0.583,7.0,10.9
7029,Ohio Street Beach,15.8,5.53,1.875,0.317,6.0,11.2
530,Montrose Beach,18.0,0.65,1.3840000000000001,0.222,3.0,11.5
443,Montrose Beach,19.4,0.42,1.3630000000000002,0.102,8.0,11.5
